product_name,category,original_price,event_price,clinic_name,treatment_count
[남성 바디] 브라질리언 5회,남성 제모,540000.0,,세니아클리닉,1
[남성 바디] 브라질리언 + 항문 + 회음부 5회,남성 제모,780000.0,,세니아클리닉,3
전체 힐코 4줄 (콧대 실리프팅),실리프팅,430200.0,239000.0,세니아클리닉,1
전체 민트실 4줄,실리프팅,538200.0,299000.0,세니아클리닉,1
일반시술 민트실 1줄,실리프팅,,100000.0,세니아클리닉,1
민트실 2줄,실리프팅,,160000.0,세니아클리닉,1
포텐자 아그네스 팁값 별도 (10개 이하로 진행 시),여드름/피지,34200.0,19000.0,세니아클리닉,1
포텐자 아그네스 10개 이하,여드름/피지,178200.0,99000.0,세니아클리닉,1
에토좀 골드 PTT,여드름,270000.0,159000.0,세니아클리닉,1
에토좀 골드 PTT 3회,여드름,690000.0,399000.0,세니아클리닉,1
에토좀 골드 PTT 5회,여드름,990000.0,545000.0,세니아클리닉,1
일반시술 염증주사 5개 미만,염증주사,10000.0,,세니아클리닉,1
염증주사 얼굴 전체,염증주사,20000.0,,세니아클리닉,1
쥬베룩 볼륨 2cc,흉터/모공,448200.0,249000.0,세니아클리닉,1
쥬베룩 볼륨 4cc,흉터/모공,500000.0,349000.0,세니아클리닉,1
쥬베룩 볼륨 2cc 3회,흉터/모공,988200.0,549000.0,세니아클리닉,1
쥬베룩 볼륨 4cc 3회,흉터/모공,1438200.0,799000.0,세니아클리닉,1
리쥬란 i 1cc (직접주사),스킨부스터,180000.0,109000.0,세니아클리닉,1
리쥬란 HB 1cc (직접 주사),스킨부스터,270000.0,169000.0,세니아클리닉,1
리쥬란힐러 2cc (직접 주사),스킨부스터,350000.0,189000.0,세니아클리닉,1
리쥬란 힐러 2cc + 리쥬란 i 1cc,스킨부스터,530000.0,289000.0,세니아클리닉,2
리쥬란힐러 4cc (직접 주사),스킨부스터,680400.0,378000.0,세니아클리닉,1
더마샤인 인젝터,스킨부스터,,29000.0,세니아클리닉,1
포텐자 펌핑팁,스킨부스터,,90000.0,세니아클리닉,1
전체 연어주사 3cc (직접주사),스킨부스터,130000.0,79000.0,세니아클리닉,1
포텐자 펌핑팁,스킨부스터,90000.0,,세니아클리닉,1
더마샤인 인젝터,스킨부스터,29000.0,,세니아클리닉,1
