product_name,treatment_name,treatment_type,dosage,unit,equipments,medications,target_area,benefits
팔자주름 보톡스 국산 프리미엄,팔자주름 보톡스,injection,,,,국산 프리미엄 보톡스,팔자주름,"팔자주름 예방, 팔자주름 개선, 내성 최소화"
목주름 보톡스 국산 프리미엄 0.5cc,목주름 보톡스,injection,0.5,cc,,국산 프리미엄 보톡스,목주름,"목주름 예방, 목주름 개선, 내성 최소화"
거미스마일 보톡스 국산 프리미엄,거미스마일 보톡스,injection,,,,국산 프리미엄 보톡스,잇몸,"과도한 잇몸 노출 개선, 내성 최소화"
광대 보톡스 국산 프리미엄,광대 보톡스,injection,,,,국산 프리미엄 보톡스,광대,"갸름한 얼굴 라인 형성, 내성 적음"
귀밑 침샘 보톡스 국산 프리미엄 50u,귀밑 침샘 보톡스,injection,50.0,u,,국산 프리미엄 보톡스,귀밑 침샘,"턱 라인 개선, 내성 최소화"
귀밑 침샘 보톡스 국산 100u,귀밑 침샘 보톡스,injection,100.0,u,,국산 보톡스,귀밑 침샘,턱 라인 개선
팔자주름 보톡스 제오민,팔자주름 보톡스,injection,,,,제오민,팔자주름,"팔자주름 예방, 팔자주름 개선, 내성 걱정 없음"
목주름 보톡스 제오민 0.5cc,목주름 보톡스,injection,0.5,cc,,제오민,목주름,"목주름 예방, 목주름 개선, 내성 걱정 없음"
거미스마일 보톡스 제오민,거미스마일 보톡스,injection,,,,제오민,잇몸,"과도한 잇몸 노출 개선, 내성 걱정 없음"
팔자주름 보톡스 앨러간,팔자주름 보톡스,injection,,,,앨러간,팔자주름,"팔자주름 예방, 팔자주름 개선"
목주름 보톡스 앨러간 0.5cc,목주름 보톡스,injection,0.5,cc,,앨러간,목주름,"목주름 예방, 목주름 개선"
광대 보톡스 앨러간,광대 보톡스,injection,,,,앨러간,광대,갸름한 얼굴 라인 형성
거미스마일 보톡스 앨러간,거미스마일 보톡스,injection,,,,앨러간,잇몸,과도한 잇몸 노출 개선
귀밑 침샘 보톡스 제오민 50u,귀밑 침샘 보톡스,injection,50.0,u,,제오민,귀밑 침샘,"턱 라인 개선, 내성 완화"
측두근 보톡스 제오민 50u,측두근 보톡스,injection,50.0,u,,제오민,측두근,"작은 얼굴 만들기, 내성 걱정 없음"
귀밑 침샘 보톡스 국산 프리미엄 100u,귀밑 침샘 보톡스,injection,100.0,u,,국산 프리미엄 보톡스,귀밑 침샘,"턱 라인 개선, 내성 최소화"
측두근 보톡스 앨러간 50u,측두근 보톡스,injection,50.0,u,,앨러간,측두근,작은 얼굴 만들기
귀밑 침샘 보톡스 앨러간 50u,귀밑 침샘 보톡스,injection,50.0,u,,앨러간,귀밑 침샘,턱 라인 개선
귀밑 침샘 보톡스 제오민 100u,귀밑 침샘 보톡스,injection,100.0,u,,제오민,귀밑 침샘,"턱 라인 개선, 내성 완화"
귀밑 침샘 보톡스 앨러간 100u,귀밑 침샘 보톡스,injection,100.0,u,,앨러간,귀밑 침샘,턱 라인 개선
다한증 보톡스 국산 50u,다한증 보톡스 (국산),injection,50.0,u,,,"겨드랑이, 손바닥, 발바닥",땀 분비 억제
다한증 보톡스 국산 100u,다한증 보톡스 (국산),injection,100.0,u,,,"겨드랑이, 손바닥, 발바닥",땀 분비 억제
다한증 보톡스 국산 프리미엄 50u,다한증 보톡스 (국산 프리미엄),injection,50.0,u,,,"겨드랑이, 손바닥, 발바닥",땀 분비 억제
다한증 보톡스 제오민 50u,다한증 보톡스 (제오민),injection,50.0,u,,,"겨드랑이, 손바닥, 발바닥","땀 분비 억제, 내성 걱정 없이 반복 시술 가능"
다한증 보톡스 앨러간 50u,다한증 보톡스 (앨러간),injection,50.0,u,,,"겨드랑이, 손바닥, 발바닥",땀 분비 억제
다한증 보톡스 국산 프리미엄 100u,다한증 보톡스 (국산 프리미엄),injection,100.0,u,,,"겨드랑이, 손바닥, 발바닥",땀 분비 억제
다한증 보톡스 제오민 100u,다한증 보톡스 (제오민),injection,100.0,u,,,"겨드랑이, 손바닥, 발바닥","땀 분비 억제, 내성 걱정 없이 반복 시술 가능"
다한증 보톡스 앨러간 100u,다한증 보톡스 (앨러간),injection,100.0,u,,,"겨드랑이, 손바닥, 발바닥",땀 분비 억제
바디 보톡스 국산 50u 종아리/승모근/팔뚝 중 선택 1부위,바디 보톡스 (국산),injection,50.0,u,,,"종아리, 승모근, 팔뚝",바디라인 슬림 개선
바디 보톡스 국산 100u 종아리/승모근/팔뚝 중 선택 1부위,바디 보톡스 (국산),injection,100.0,u,,,"종아리, 승모근, 팔뚝",바디라인 슬림 개선
바디 보톡스 국산 프리미엄 50u 종아리/승모근/팔뚝 중 선택 1부위,바디 보톡스 (국산 프리미엄),injection,50.0,u,,,"종아리, 승모근, 팔뚝",바디라인 슬림 개선
바디 보톡스 국산 150u 종아리/승모근/팔뚝 중 선택 1부위,바디 보톡스 (국산),injection,150.0,u,,,"종아리, 승모근, 팔뚝",바디라인 슬림 개선
바디 보톡스 국산 200u 종아리/승모근/팔뚝 중 선택 1부위,바디 보톡스 (국산),injection,200.0,u,,,"종아리, 승모근, 팔뚝",바디라인 슬림 개선
바디 보톡스 국산 프리미엄 100u 종아리/승모근/팔뚝 중 선택 1부위,바디 보톡스 (국산 프리미엄),injection,100.0,u,,,"종아리, 승모근, 팔뚝",바디라인 슬림 개선
바디 보톡스 제오민 50u 종아리/승모근/팔뚝 중 선택 1부위,바디 보톡스 (제오민),injection,50.0,u,,,"종아리, 승모근, 팔뚝","바디라인 슬림 개선, 내성 걱정 없이 반복 시술 효과적"
바디 보톡스 국산 프리미엄 150u 종아리/승모근/팔뚝 중 선택 1부위,바디 보톡스 (국산 프리미엄),injection,150.0,u,,,"종아리, 승모근, 팔뚝",바디라인 슬림 개선
바디 보톡스 국산 300u 종아리/승모근/팔뚝 중 선택 1부위,바디 보톡스 (국산),injection,300.0,u,,,"종아리, 승모근, 팔뚝",바디라인 슬림 개선
바디 보톡스 앨러간 50u 종아리/승모근/팔뚝 중 선택 1부위,바디 보톡스 (앨러간),injection,50.0,u,,,"종아리, 승모근, 팔뚝","바디라인 슬림 개선, 최초 오리지널 보톡스"
바디 보톡스 국산 프리미엄 200u 종아리/승모근/팔뚝 중 선택 1부위,바디 보톡스 (국산 프리미엄),injection,200.0,u,,,"종아리, 승모근, 팔뚝",바디라인 슬림 개선
바디 보톡스 제오민 100u 종아리/승모근/팔뚝 중 선택 1부위,바디 보톡스 (제오민),injection,100.0,u,,,"종아리, 승모근, 팔뚝","바디라인 슬림 개선, 내성 걱정 없이 반복 시술 효과적"
바디 보톡스 국산 프리미엄 300u 종아리/승모근/팔뚝 중 선택 1부위,바디 보톡스 (국산 프리미엄),injection,300.0,u,,,"종아리, 승모근, 팔뚝",바디라인 슬림 개선
인기 바디 보톡스 제오민 150u 종아리/승모근/팔뚝 중 선택 1부위,바디 보톡스 (제오민),injection,150.0,u,,,"종아리, 승모근, 팔뚝","바디라인 슬림 개선, 내성 걱정 없이 반복 시술 효과적"
바디 보톡스 앨러간 100u 종아리/승모근/팔뚝 중 선택 1부위,바디 보톡스 (앨러간),injection,100.0,u,,,"종아리, 승모근, 팔뚝","바디라인 슬림 개선, 최초 오리지널 보톡스"
인기 바디 보톡스 제오민 200u 종아리/승모근/팔뚝 중 선택 1부위,바디 보톡스 (제오민),injection,200.0,u,,,"종아리, 승모근, 팔뚝","바디라인 슬림 개선, 내성 걱정 없이 반복 시술 효과적"
인기 바디 보톡스 앨러간 150u 종아리/승모근/팔뚝 중 선택 1부위,바디 보톡스 (앨러간),injection,150.0,u,,,"종아리, 승모근, 팔뚝","바디라인 슬림 개선, 최초 오리지널 보톡스"
바디 보톡스 제오민 300u 종아리/승모근/팔뚝 중 선택 1부위,바디 보톡스 (제오민),injection,300.0,u,,,"종아리, 승모근, 팔뚝","바디라인 슬림 개선, 내성 걱정 없이 반복 시술 효과적"
인기 바디 보톡스 앨러간 200u 종아리/승모근/팔뚝 중 선택 1부위,바디 보톡스 (앨러간),injection,200.0,u,,,"종아리, 승모근, 팔뚝","바디라인 슬림 개선, 최초 오리지널 보톡스"
인기 바디 보톡스 앨러간 300u 종아리/승모근/팔뚝 중 선택 1부위,바디 보톡스 (앨러간),injection,300.0,u,,,"종아리, 승모근, 팔뚝","바디라인 슬림 개선, 최초 오리지널 보톡스"
"아띠에르 1cc 스마일 라인, 입체적인 볼륨을 위한 입술 필러",아띠에르 필러,injection,1.0,cc,,,"입술, 입꼬리","볼륨 개선, 입꼬리 리프팅, 자연스러운 미소 라인"
"레스틸렌/벨로테로/쥬비덤 1cc 스마일 라인, 입체적인 볼륨을 위한 입술 필러",레스틸렌/벨로테로/쥬비덤 필러,injection,1.0,cc,,,"입술, 입꼬리","볼륨 개선, 입꼬리 리프팅, 자연스러운 미소 라인"
이마/관자/코 필러 아띠에르 1cc,아띠에르 필러,injection,1.0,cc,,"히알루론산, 리도카인","이마, 관자, 코","볼륨 형성, 주름 개선, 입체감 부여"
이마/관자/코/필러 레스틸렌/벨로테로/쥬비덤 1cc,레스틸렌 필러,injection,1.0,cc,,히알루론산,"이마, 관자, 코","볼륨 형성, 주름 개선, 입체감 부여, 자연스러운 아름다움"
이마/관자/코/필러 레스틸렌/벨로테로/쥬비덤 1cc,벨로테로 필러,injection,1.0,cc,,히알루론산,"이마, 관자, 코","볼륨 형성, 주름 개선, 입체감 부여, 자연스럽고 매끄러운 표정 연출"
이마/관자/코/필러 레스틸렌/벨로테로/쥬비덤 1cc,쥬비덤 필러,injection,1.0,cc,,히알루론산,"이마, 관자, 코","볼륨 형성, 주름 개선, 입체감 부여"
앞광대/앞볼/옆볼/팔자 필러 아띠에르 1cc,아띠에르 필러,injection,1.0,cc,,,"앞광대, 앞볼, 옆볼, 팔자","볼륨 형성, 주름 개선"
앞광대/앞볼/옆볼/팔자 필러 레스틸렌/벨로테로/쥬비덤 1cc,레스틸렌/벨로테로/쥬비덤 필러,injection,1.0,cc,,,"앞광대, 앞볼, 옆볼, 팔자","볼륨 형성, 주름 개선"
전체 애교 필러 레스틸렌/벨로테로/쥬비덤 1cc,애교필러,injection,1.0,cc,,"레스틸렌, 벨로테로, 쥬비덤",눈가,"자연스러운 볼륨, 어려 보이는 효과, 매력적인 눈매 라인 형성"
스컬트라 1병(10cc),스컬트라,injection,10.0,cc,,,,속부터 차오르는 자연스러운 볼륨 효과
스컬트라 1병(10cc) 3회,스컬트라,injection,10.0,cc,,,,속부터 차오르는 자연스러운 볼륨 효과
전체 주름 필러 벨로테로 1cc,벨로테로,injection,1.0,cc,,,,"자연스럽고 매끄러운 표정 연출, 주름 개선, 볼륨 형성"
울트라콜 200 볼륨형 2cc,울트라콜 200 볼륨형,injection,2.0,cc,,PDO,,"콜라겐 생성, 자연스러운 볼륨"
울트라콜 100 부스터 4cc,울트라콜 100 부스터,injection,4.0,cc,,PDO,,"콜라겐 생성, 자연스러운 볼륨"
울트라콜 200 볼륨형 4cc,울트라콜 200 볼륨형,injection,4.0,cc,,PDO,,"콜라겐 생성, 자연스러운 볼륨"
울트라콜 200 볼륨형 2cc 3회,울트라콜 200 볼륨형,injection,2.0,cc,,PDO,,"콜라겐 생성, 자연스러운 볼륨"
울트라콜 200 볼륨형 2cc 3회,울트라콜 200 볼륨형,injection,2.0,cc,,PDO,,"콜라겐 생성, 자연스러운 볼륨"
울트라콜 200 볼륨형 2cc 3회,울트라콜 200 볼륨형,injection,2.0,cc,,PDO,,"콜라겐 생성, 자연스러운 볼륨"
울트라콜 100 부스터 4cc 3회,울트라콜 100 부스터,injection,4.0,cc,,PDO,,"콜라겐 생성, 자연스러운 볼륨"
울트라콜 100 부스터 4cc 3회,울트라콜 100 부스터,injection,4.0,cc,,PDO,,"콜라겐 생성, 자연스러운 볼륨"
울트라콜 100 부스터 4cc 3회,울트라콜 100 부스터,injection,4.0,cc,,PDO,,"콜라겐 생성, 자연스러운 볼륨"
울트라콜 200 볼륨형 4cc 3회,울트라콜 200 볼륨형,injection,4.0,cc,,PDO,,"콜라겐 생성, 자연스러운 볼륨"
울트라콜 200 볼륨형 4cc 3회,울트라콜 200 볼륨형,injection,4.0,cc,,PDO,,"콜라겐 생성, 자연스러운 볼륨"
울트라콜 200 볼륨형 4cc 3회,울트라콜 200 볼륨형,injection,4.0,cc,,PDO,,"콜라겐 생성, 자연스러운 볼륨"
전체 필러녹이는 주사 1부위,필러 녹이는 주사,injection,,,,히알라제(리포라제),,"필러를 녹이고 싶은 부위에 안전하게 시술 가능, 간편한 주사 시술"
[남성 바디] 겨드랑이 5회,겨드랑이 제모,laser,5.0,회,,,겨드랑이,
[남성 얼굴] 인중 5회,인중 제모,laser,5.0,회,,,인중,
[남성 얼굴] 인중 + 턱전체 5회,인중 제모,laser,5.0,회,,,인중,
[남성 얼굴] 인중 + 턱전체 5회,턱 전체 제모,laser,5.0,회,,,턱 전체,
[남성 얼굴] 얼굴 절반 5회 (윗목+턱전체+양볼+인중+구레나룻),윗목 제모,laser,5.0,회,,,윗목,
[남성 얼굴] 얼굴 절반 5회 (윗목+턱전체+양볼+인중+구레나룻),턱 전체 제모,laser,5.0,회,,,턱 전체,
[남성 얼굴] 얼굴 절반 5회 (윗목+턱전체+양볼+인중+구레나룻),양볼 제모,laser,5.0,회,,,양볼,
[남성 얼굴] 얼굴 절반 5회 (윗목+턱전체+양볼+인중+구레나룻),인중 제모,laser,5.0,회,,,인중,
[남성 얼굴] 얼굴 절반 5회 (윗목+턱전체+양볼+인중+구레나룻),구레나룻 제모,laser,5.0,회,,,구레나룻,
[남성 얼굴] 얼굴 전체 5회 (윗목+턱전체+양볼+인중+구레나룻+이마+미간 + 관자),윗목 제모,laser,5.0,회,,,윗목,
[남성 얼굴] 얼굴 전체 5회 (윗목+턱전체+양볼+인중+구레나룻+이마+미간 + 관자),턱 전체 제모,laser,5.0,회,,,턱 전체,
[남성 얼굴] 얼굴 전체 5회 (윗목+턱전체+양볼+인중+구레나룻+이마+미간 + 관자),양볼 제모,laser,5.0,회,,,양볼,
[남성 얼굴] 얼굴 전체 5회 (윗목+턱전체+양볼+인중+구레나룻+이마+미간 + 관자),인중 제모,laser,5.0,회,,,인중,
[남성 얼굴] 얼굴 전체 5회 (윗목+턱전체+양볼+인중+구레나룻+이마+미간 + 관자),구레나룻 제모,laser,5.0,회,,,구레나룻,
[남성 얼굴] 얼굴 전체 5회 (윗목+턱전체+양볼+인중+구레나룻+이마+미간 + 관자),이마 제모,laser,5.0,회,,,이마,
[남성 얼굴] 얼굴 전체 5회 (윗목+턱전체+양볼+인중+구레나룻+이마+미간 + 관자),미간 제모,laser,5.0,회,,,미간,
[남성 얼굴] 얼굴 전체 5회 (윗목+턱전체+양볼+인중+구레나룻+이마+미간 + 관자),관자 제모,laser,5.0,회,,,관자,
[남성 얼굴] 얼굴 절반 10회 (윗목+턱전체+양볼+인중+구레나룻),윗목 제모,laser,10.0,회,,,윗목,
[남성 얼굴] 얼굴 절반 10회 (윗목+턱전체+양볼+인중+구레나룻),턱 전체 제모,laser,10.0,회,,,턱 전체,
[남성 얼굴] 얼굴 절반 10회 (윗목+턱전체+양볼+인중+구레나룻),양볼 제모,laser,10.0,회,,,양볼,
[남성 얼굴] 얼굴 절반 10회 (윗목+턱전체+양볼+인중+구레나룻),인중 제모,laser,10.0,회,,,인중,
[남성 얼굴] 얼굴 절반 10회 (윗목+턱전체+양볼+인중+구레나룻),구레나룻 제모,laser,10.0,회,,,구레나룻,
[남성 얼굴] 얼굴 전체 10회 (윗목+턱전체+양볼+인중+구레나룻+이마+미간 + 관자),윗목 제모,laser,10.0,회,,,윗목,
[남성 얼굴] 얼굴 전체 10회 (윗목+턱전체+양볼+인중+구레나룻+이마+미간 + 관자),턱 전체 제모,laser,10.0,회,,,턱 전체,
[남성 얼굴] 얼굴 전체 10회 (윗목+턱전체+양볼+인중+구레나룻+이마+미간 + 관자),양볼 제모,laser,10.0,회,,,양볼,
[남성 얼굴] 얼굴 전체 10회 (윗목+턱전체+양볼+인중+구레나룻+이마+미간 + 관자),인중 제모,laser,10.0,회,,,인중,
[남성 얼굴] 얼굴 전체 10회 (윗목+턱전체+양볼+인중+구레나룻+이마+미간 + 관자),구레나룻 제모,laser,10.0,회,,,구레나룻,
[남성 얼굴] 얼굴 전체 10회 (윗목+턱전체+양볼+인중+구레나룻+이마+미간 + 관자),이마 제모,laser,10.0,회,,,이마,
[남성 얼굴] 얼굴 전체 10회 (윗목+턱전체+양볼+인중+구레나룻+이마+미간 + 관자),미간 제모,laser,10.0,회,,,미간,
[남성 얼굴] 얼굴 전체 10회 (윗목+턱전체+양볼+인중+구레나룻+이마+미간 + 관자),관자 제모,laser,10.0,회,,,관자,
[남성 얼굴] 미간 5회,미간 제모,laser,5.0,회,,,미간,
[남성 얼굴] 턱끝 5회,턱끝 제모,laser,5.0,회,,,턱끝,
[남성 얼굴] 턱전체 5회,턱 전체 제모,laser,5.0,회,,,턱 전체,
[남성 얼굴] 3자이마 5회,3자이마 제모,laser,5.0,회,,,3자이마,
[남성 얼굴] 이마 5회,이마 제모,laser,5.0,회,,,이마,
[남성 얼굴] 구레나룻 5회,구레나룻 제모,laser,5.0,회,,,구레나룻,
[남성 얼굴] 눈썹 5회,눈썹 제모,laser,5.0,회,,,눈썹,
[남성 얼굴] 뒷목 + 헤어라인 5회,뒷목 제모,laser,5.0,회,,,뒷목,
[남성 얼굴] 뒷목 + 헤어라인 5회,헤어라인 제모,laser,5.0,회,,,헤어라인,
[남성 얼굴] 목 5회,목 제모,laser,5.0,회,,,목,
[남성 얼굴] 윗목 5회,윗목 제모,laser,5.0,회,,,윗목,
[남성 얼굴] 뒷목 5회,뒷목 제모,laser,5.0,회,,,뒷목,
[남성 얼굴] 헤어라인 5회,헤어라인 제모,laser,5.0,회,,,헤어라인,
[남성 얼굴] 양볼 5회,양볼 제모,laser,5.0,회,,,양볼,
[남성 바디] 손등 5회,손등 제모,laser,5.0,회,,,손등,
[남성 바디] 손가락 5회,손가락 제모,laser,5.0,회,,,손가락,
[남성 바디] 손등 + 손가락 5회,손등 제모,laser,5.0,회,,,손등,
[남성 바디] 손등 + 손가락 5회,손가락 제모,laser,5.0,회,,,손가락,
[남성 바디] 배레나룻(배꼽 포함) 5회,배레나룻 제모,laser,5.0,회,,,"배레나룻, 배꼽",
[남성 바디] 팔 상완(어깨 포함) 5회,팔 상완 제모,laser,5.0,회,,,"팔 상완, 어깨",
[남성 바디] 팔 하완(팔꿈치 포함) 5회,팔 하완 제모,laser,5.0,회,,,"팔 하완, 팔꿈치",
[남성 바디] 팔 전체 5회 (상완+하완+손등+손가락),팔 상완 제모,laser,5.0,회,,,팔 상완,
[남성 바디] 팔 전체 5회 (상완+하완+손등+손가락),팔 하완 제모,laser,5.0,회,,,팔 하완,
[남성 바디] 팔 전체 5회 (상완+하완+손등+손가락),손등 제모,laser,5.0,회,,,손등,
[남성 바디] 팔 전체 5회 (상완+하완+손등+손가락),손가락 제모,laser,5.0,회,,,손가락,
[남성 바디] 허리 5회,허리 제모,laser,5.0,회,,,허리,
[남성 바디] 가슴(유륜 포함) 5회,가슴 제모,laser,5.0,회,,,"가슴, 유륜",
[남성 바디] 유륜 5회,유륜 제모,laser,5.0,회,,,유륜,
[남성 바디] 배(배레나룻 포함) 1회,배 제모,laser,1.0,회,,,"배, 배레나룻",
[남성 바디] 배(배레나룻 포함) 5회,배 제모,laser,5.0,회,,,"배, 배레나룻",
[남성 바디] 등 5회,등 제모,laser,5.0,회,,,등,
[남성 바디] 엄지 발가락 5회,엄지 발가락 제모,laser,5.0,회,,,엄지 발가락,
[남성 바디] 발등 5회,발등 제모,laser,5.0,회,,,발등,
[남성 바디] 발가락 5회,발가락 제모,laser,5.0,회,,,발가락,
[남성 바디] 발등 + 발가락 5회,발등 제모,laser,5.0,회,,,발등,
[남성 바디] 발등 + 발가락 5회,발가락 제모,laser,5.0,회,,,발가락,
[남성 바디] 무릎 5회,무릎 제모,laser,5.0,회,,,무릎,
[남성 바디] 종아리 5회,종아리 제모,laser,5.0,회,,,종아리,
[남성 바디] 종아리 + 무릎 5회,종아리 제모,laser,5.0,회,,,종아리,
[남성 바디] 종아리 + 무릎 5회,무릎 제모,laser,5.0,회,,,무릎,
[남성 바디] 허벅지 5회,허벅지 제모,laser,5.0,회,,,허벅지,
[남성 바디] 회음부 5회,회음부 제모,laser,5.0,회,,,회음부,
[남성 바디] 음경 5회,음경 제모,laser,5.0,회,,,음경,
[남성 바디] 항문 5회,항문 제모,laser,5.0,회,,,항문,
[남성 바디] 엉덩이 5회,엉덩이 제모,laser,5.0,회,,,엉덩이,
[남성 바디] 팬티라인 5회,팬티라인 제모,laser,5.0,회,,,팬티라인,
[남성 바디] 사타구니 5회,사타구니 제모,laser,5.0,회,,,사타구니,
[남성 바디] 다리 전체 5회 (사타구니+허벅지+종아리+무릎+발등+발가락),사타구니 제모,laser,5.0,회,,,사타구니,
[남성 바디] 다리 전체 5회 (사타구니+허벅지+종아리+무릎+발등+발가락),허벅지 제모,laser,5.0,회,,,허벅지,
[남성 바디] 다리 전체 5회 (사타구니+허벅지+종아리+무릎+발등+발가락),종아리 제모,laser,5.0,회,,,종아리,
[남성 바디] 다리 전체 5회 (사타구니+허벅지+종아리+무릎+발등+발가락),무릎 제모,laser,5.0,회,,,무릎,
[남성 바디] 다리 전체 5회 (사타구니+허벅지+종아리+무릎+발등+발가락),발등 제모,laser,5.0,회,,,발등,
[남성 바디] 다리 전체 5회 (사타구니+허벅지+종아리+무릎+발등+발가락),발가락 제모,laser,5.0,회,,,발가락,
[남성 바디] 브라질리언 5회,브라질리언 제모,laser,5.0,회,,,브라질리언,
[남성 바디] 브라질리언 + 항문 + 회음부 5회,브라질리언 제모,laser,5.0,회,,,브라질리언,
[남성 바디] 브라질리언 + 항문 + 회음부 5회,항문 제모,laser,5.0,회,,,항문,
[남성 바디] 브라질리언 + 항문 + 회음부 5회,회음부 제모,laser,5.0,회,,,회음부,
전체 힐코 4줄 (콧대 실리프팅),힐코,injection,4.0,줄,힐코 실,,"콧대, 코끝","자연스럽고 입체감 있는 라인 표현, 콜라겐 생성으로 시간이 지난 후에도 자연스러운 라인 유지"
전체 민트실 4줄,민트실,device,4.0,줄,,,,
일반시술 민트실 1줄,민트실,device,1.0,줄,,,,
민트실 2줄,민트실,device,2.0,줄,,,,
포텐자 아그네스 팁값 별도 (10개 이하로 진행 시),포텐자 아그네스 팁,device,,,포텐자 아그네스,,,"피지 분비량 조절, 여드름 개선, 모공 축소"
포텐자 아그네스 10개 이하,포텐자 아그네스,device,,,포텐자 아그네스,,,"피지 분비량 조절, 여드름 개선, 모공 축소"
에토좀 골드 PTT,에토좀 골드 PTT,device,,,레이저,금 성분,피부,"여드름 개선, 모공 축소, 피지선 파괴, 균 파괴"
에토좀 골드 PTT 3회,에토좀 골드 PTT,device,3.0,회,레이저,금 성분,피부,"여드름 개선, 모공 축소, 피지선 파괴, 균 파괴"
에토좀 골드 PTT 5회,에토좀 골드 PTT,device,5.0,회,레이저,금 성분,피부,"여드름 개선, 모공 축소, 피지선 파괴, 균 파괴"
일반시술 염증주사 5개 미만,염증주사,injection,,,,,,"염증 완화, 증상 악화 억제, 흉터 예방, 자국 예방"
염증주사 얼굴 전체,염증주사,injection,,,,,얼굴 전체,"염증 완화, 증상 악화 억제, 흉터 예방, 자국 예방"
쥬베룩 볼륨 2cc,쥬베룩 볼륨,injection,2.0,cc,,,,"패인 흉터 개선, 속부터 차오르는 자연스러운 볼륨 효과"
쥬베룩 볼륨 4cc,쥬베룩 볼륨,injection,4.0,cc,,,,"패인 흉터 개선, 속부터 차오르는 자연스러운 볼륨 효과"
쥬베룩 볼륨 2cc 3회,쥬베룩 볼륨,injection,2.0,cc,,,,"패인 흉터 개선, 속부터 차오르는 자연스러운 볼륨 효과"
쥬베룩 볼륨 4cc 3회,쥬베룩 볼륨,injection,4.0,cc,,,,"패인 흉터 개선, 속부터 차오르는 자연스러운 볼륨 효과"
리쥬란 i 1cc (직접주사),리쥬란 i,injection,1.0,cc,,,눈가,
리쥬란 HB 1cc (직접 주사),리쥬란 HB,injection,1.0,cc,,,,"물광 효과, 피부 재생"
리쥬란힐러 2cc (직접 주사),리쥬란힐러,injection,2.0,cc,,,,"유수분 밸런스 조절, 피부 재생 능력 활성화, 탄력 증대"
리쥬란 힐러 2cc + 리쥬란 i 1cc,리쥬란힐러,injection,2.0,cc,,,얼굴 전체,"유수분 밸런스 조절, 피부 재생 능력 활성화, 탄력 증대"
리쥬란 힐러 2cc + 리쥬란 i 1cc,리쥬란 i,injection,1.0,cc,,,얼굴 전체,"유수분 밸런스 조절, 피부 재생 능력 활성화, 탄력 증대"
리쥬란힐러 4cc (직접 주사),리쥬란힐러,injection,4.0,cc,,,,"유수분 밸런스 조절, 피부 재생 능력 활성화, 탄력 증대"
더마샤인 인젝터,더마샤인 인젝터,device,,,더마샤인 인젝터,,,
포텐자 펌핑팁,포텐자 펌핑팁,device,,,포텐자,,,
전체 연어주사 3cc (직접주사),연어주사,injection,3.0,cc,,PDRN,,"피부 재생, 흉터 치료, 색소 완화, 탄력 개선, 잔주름 개선, 보습 강화"
포텐자 펌핑팁,포텐자 펌핑팁,device,,,포텐자,,,
더마샤인 인젝터,더마샤인 인젝터,device,,,더마샤인,,,
